accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_from,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
41:25.5,2076,TCP  ,23.95.206.110,2299,Others,,Female,NO,Premium,English,0,No,0,Cash
44:43.3,4728,TCP  ,23.95.34.217,3745,Microsoft Edge,,Male,AT,Premium,English,0,No,0,Debit Card
45:18.8,3985,TCP  ,23.95.34.58,40,IOS App,,Male,CH,Premium,English,0,No,0,Credit Card
45:01.7,1681,TCP  ,23.95.41.154,3985,IOS App,,Female,CA,Premium,English,0,No,0,Debit Card
42:26.7,4083,TCP  ,23.95.86.54,2267,IOS App,,Female,IN,Premium,English,0,No,0,Cash
42:26.7,3292,TCP  ,23.95.87.31,3185,IOS App,,Male,IN,Premium,English,0,No,0,Cash
45:41.4,2132,TCP  ,23.99.101.126,60,Chrome,,Female,CA,Premium,English,0,No,0,Debit Card
45:24.3,4706,TCP  ,23.99.204.248,3985,Chrome,,Male,US,Premium,English,0,No,0,Cash
46:08.4,4061,TCP  ,24.11.36.74,46,Others,,Female,GB,Premium,English,0,No,0,Debit Card
43:26.7,3290,TCP  ,24.114.23.2844,3185,Others,,Male,JP,Premium,English,0,No,0,Credit Card
46:39.1,3224,TCP  ,24.122.147.59,4946,Android App,,Male,IN,Premium,English,0,No,0,Cash
44:05.1,4170,TCP  ,24.130.66.203,2545,Android App,,Female,AR,Premium,English,0,No,0,Credit Card
44:25.9,4234,TCP  ,24.133.208.9,2163,Android App,,Female,CH,Premium,English,0,No,0,Cash
47:24.0,1686,TCP  ,24.140.8.168,3152,Chrome,,Female,DE,Premium,English,0,No,0,Credit Card
47:44.7,1983,TCP  ,24.143.179.81,2900,Mozilla Firefox,,Female,US,Premium,English,0,No,0,Debit Card
45:38.1,3415,TCP  ,24.154.239.120,2811,Android App,,Male,IT,Premium,English,0,No,0,Credit Card
46:33.8,2474,TCP  ,24.179.12.238,2163,Safari,,Male,IT,Premium,English,0,No,0,Cash
51:02.1,3428,TCP  ,24.185.110.227,92,Others,,Female,RU,Premium,English,0,No,0,Credit Card
51:02.1,3518,TCP  ,24.185.235.252,44,Others,,Male,IT,Premium,English,0,No,0,Credit Card
51:14.1,2393,TCP  ,24.187.50.242,40,Others,,Male,US,Premium,English,0,No,0,Credit Card
48:36.7,2131,TCP  ,24.187.72.994,2403,Others,,Male,US,Premium,English,0,No,0,Credit Card
49:42.6,3431,TCP  ,24.211.112.236,3305,Chrome,,Female,US,Premium,English,0,No,0,Others
52:47.5,2400,TCP  ,24.216.187.188,3745,Others,,Female,CH,Premium,English,0,No,0,Cash
53:07.7,4831,TCP  ,24.22.182.87,2982,Mozilla Firefox,,Male,IT,Premium,English,0,No,0,Cash
53:36.2,4913,TCP  ,24.22.85.203,3745,Mozilla Firefox,,Female,IT,Premium,English,0,No,0,Cash
51:45.3,4326,TCP  ,24.237.254.233,3607,Android App,,Female,AT,Premium,English,0,No,0,Cash
52:40.0,4011,TCP  ,24.251.116.56,2215,Mozilla Firefox,,Female,IT,Premium,English,0,No,0,Credit Card
52:40.0,4894,TCP  ,24.251.232.175,3385,Mozilla Firefox,,Male,CN,Premium,English,0,No,0,Cash
57:45.0,2887,TCP  ,24.5.116.119,1884,Safari,,Male,SE,Premium,English,0,No,0,Cash
57:43.1,4793,TCP  ,24.51.209.75,2918,Others,,Male,US,Premium,English,0,No,0,Cash
54:56.7,2225,TCP  ,24.53.131.22,2267,Others,,Male,RU,Premium,English,0,No,0,Cash
59:05.8,3467,TCP  ,24.70.218.242,40,IOS App,,Female,JP,Premium,English,0,No,0,Cash
55:56.8,1906,TCP  ,24.72.117.106,3185,Chrome,,Female,AT,Premium,English,0,No,0,Others
56:55.4,1947,TCP  ,24.90.222.255,2267,Others,,Male,CN,Premium,English,0,No,0,Debit Card
57:56.8,3760,TCP  ,27.106.94.145,3185,Android App,,Female,US,Premium,English,0,No,0,Cash
00:58.7,2568,TCP  ,27.109.9.114,3481,Android App,,Male,US,Premium,English,0,No,0,Debit Card
02:01.3,2723,TCP  ,27.252.172.201,156,Mozilla Firefox,,Female,IT,Premium,English,0,No,0,Credit Card
02:19.8,3578,TCP  ,27.255.255.145,40,Chrome,,Female,US,Premium,English,0,No,0,Credit Card
59:24.0,3860,UDP  ,27.255.29.131,443,Chrome,,Female,US,Premium,English,0,No,0,Credit Card
59:52.5,2776,ICMP ,27.34.50.259,163,IOS App,,Female,IT,Premium,English,0,No,0,Credit Card
03:48.4,1855,TCP  ,27.56.223.163,3745,Others,,Female,CA,Premium,English,0,No,0,Cash
04:27.3,4444,TCP  ,27.58.143.691,2157,Others,,Female,IT,Premium,English,0,No,0,Cash
04:56.1,4780,TCP  ,27.67.5.163,46,Chrome,,Female,CA,Premium,English,0,No,0,Cash
05:13.2,1620,TCP  ,27.97.22.224,3070,Others,,Female,CN,Premium,Spanish,0,No,0,Others
06:19.3,4505,TCP  ,31.11.66.65,3809,Android App,,Female,AU,Premium,English,0,No,0,Cash
06:48.3,2581,TCP  ,31.129.67.190,300,Android App,,Male,IT,Premium,Russian,0,No,0,Cash
06:41.0,2898,TCP  ,31.130.135.256,2930,Android App,,Male,CH,Premium,Russian,0,No,0,Cash
07:13.5,2950,TCP  ,31.134.60.224,3249,Android App,,Female,NO,Premium,polish,0,No,0,Debit Card
07:03.1,3236,TCP  ,31.135.137.170,3969,Android App,,Female,RU,Premium,Russian,0,No,0,Credit Card
05:38.0,2953,UDP  ,31.173.240.19,122,Chrome,,Male,US,Premium,English,0,No,0,Cash
08:29.1,3478,TCP  ,31.173.80.141,3365,IOS App,,Male,US,Premium,Russian,0,No,0,Credit Card
08:40.1,2277,TCP  ,31.173.81.178,40,IOS App,,Female,AT,Premium,English,0,No,0,Cash
06:10.0,4002,TCP  ,31.173.84.56,2467,Microsoft Edge,,Female,US,Premium,Russian,0,No,0,Cash
09:41.0,2092,TCP  ,31.192.104.76,3008,Others,,Female,CA,Premium,English,0,No,0,Cash
10:28.1,4687,TCP  ,31.220.6.141,3066,Chrome,,Male,IT,Premium,English,0,No,0,Debit Card
10:47.2,4803,TCP  ,31.223.145.77,2930,Chrome,,Male,US,Premium,English,0,No,0,Debit Card
11:51.1,2282,TCP  ,31.38.47.238,92,Mozilla Firefox,,Male,US,Premium,English,0,No,0,Cash
09:16.6,3265,TCP  ,31.43.122.141,3342,Android App,,Female,US,Premium,Russian,0,No,0,Cash
12:46.2,3956,TCP  ,31.47.87.211,2918,Android App,,Male,CA,Premium,English,0,No,0,Credit Card
10:16.5,1863,TCP  ,31.49.252.82,3249,Android App,,Male,PL,Premium,English,0,No,0,Credit Card
12:16.2,4076,TCP  ,36.3.174.100,3462,Microsoft Edge,,Male,RU,Premium,Japanese,0,No,0,Cash
13:15.4,2384,TCP  ,36.70.172.167,3553,Others,,Male,CA,Premium,English,0,No,0,Credit Card
16:38.9,1665,TCP  ,36.72.125.87,40,Safari,,Male,AR,Premium,English,0,No,0,Cash
16:20.6,1940,TCP  ,36.74.85.197,2934,IOS App,,Female,CA,Premium,English,0,No,0,Cash
16:40.8,4978,TCP  ,36.77.42.194,3070,Chrome,,Male,NO,Premium,English,0,No,0,Cash
14:18.2,3354,TCP  ,36.78.253.234,3553,Others,,Male,IT,Premium,English,0,No,0,Cash
14:28.4,2244,ICMP ,36.78.5.102,56,Others,,Female,US,Premium,English,0,No,0,Debit Card
17:20.8,4575,TCP  ,36.79.167.84,3881,Others,,Female,US,Premium,English,0,No,0,Others
15:19.8,2842,TCP  ,36.80.196.14,2163,Mozilla Firefox,,Female,IT,Premium,English,0,No,0,Debit Card
16:22.4,2390,TCP  ,36.84.1.14,2163,Android App,,Female,IT,Premium,English,0,No,0,Cash
19:20.2,3798,TCP  ,37.110.100.185,3745,Mozilla Firefox,,Male,CN,Premium,Russian,0,No,0,Cash
19:20.2,2953,TCP  ,37.110.110.196,2950,Mozilla Firefox,,Female,AT,Premium,English,0,No,0,Others
21:20.1,3297,TCP  ,37.133.8.27,46,IOS App,,Female,NO,Premium,Spanish,0,No,0,Others
21:26.2,4456,TCP  ,37.14.66.46,2950,Safari,,Male,US,Premium,Spanish,0,No,0,Credit Card
22:06.2,4210,TCP  ,37.15.146.55,3022,Others,,Male,IT,Premium,English,0,No,0,Debit Card
23:34.2,4338,TCP  ,37.166.52.132,40,Chrome,,Male,IT,Premium,English,0,No,0,Cash
23:22.0,4459,TCP  ,37.166.91.232,3745,Others,,Female,IT,Premium,English,0,No,0,Debit Card
20:32.1,3718,TCP  ,37.174.140.53,3305,Others,,Female,IT,Premium,French,0,No,0,Credit Card
23:41.1,4400,TCP  ,37.175.157.24,3865,Others,,Male,IT,Premium,English,0,No,0,Cash
21:32.9,2925,TCP  ,37.187.74.195,3278,Android App,,Female,RU,Premium,English,0,No,0,Cash
24:23.7,4971,TCP  ,37.187.74.195,3745,Android App,,Female,US,Premium,English,0,No,0,Others
25:04.8,3924,TCP  ,37.187.74.195,2918,Android App,,Female,IT,Premium,English,0,No,0,Cash
22:32.2,2286,TCP  ,37.187.75.228,2267,Android App,,Female,US,Premium,English,0,No,0,Cash
26:52.1,1627,TCP  ,37.205.48.124,46,IOS App,,Male,RU,Premium,English,0,No,0,Cash
26:54.4,2359,TCP  ,37.21.133.261,3229,IOS App,,Male,IT,Premium,Russian,0,No,0,Cash
26:54.0,3269,TCP  ,37.211.86.63,3745,Microsoft Edge,,Male,CH,Premium,English,0,No,0,Cash
27:55.7,2911,TCP  ,37.223.137.115,2301,Others,,Female,JP,Premium,Spanish,0,No,0,Debit Card
28:45.1,3621,TCP  ,37.24.146.124,46,Chrome,,Male,IT,Premium,English,0,No,0,Cash
29:34.2,4224,TCP  ,37.45.170.14,46,Others,,Female,AT,Premium,Russian,0,No,0,Others
30:02.4,1581,TCP  ,37.54.254.177,40,Android App,,Male,PE,Premium,Spanish,0,No,0,Cash
29:55.9,3814,TCP  ,37.54.68.104,5237,Android App,,Male,GB,Premium,Spanish,0,No,0,Cash
30:00.2,4168,TCP  ,37.55.77.197,2930,Android App,,Female,IT,Premium,Spanish,0,No,0,Others
30:42.1,3818,TCP  ,37.57.20.215,2866,Android App,,Male,IT,Premium,Russian,0,No,0,Credit Card
32:06.2,3909,TCP  ,37.72.190.228,3865,IOS App,,Female,CH,Premium,English,0,No,0,Credit Card
32:27.6,1665,TCP  ,37.73.182.85,4126,Microsoft Edge,,Female,US,Premium,Russian,0,No,0,Credit Card
30:06.2,1784,UDP  ,37.73.197.365,437,Safari,,Female,US,Premium,Russian,0,No,0,Debit Card
30:06.2,4822,ICMP ,37.73.218.171,465,Safari,,Female,DE,Premium,Spanish,0,No,0,Others
33:05.0,4159,TCP  ,37.73.225.166,4233,Safari,,Female,CN,Premium,Russian,0,No,0,Debit Card
33:05.0,4145,TCP  ,37.73.230.145,3306,Safari,,Female,IN,Premium,Russian,0,No,0,Cash
33:19.0,2871,TCP  ,37.73.250.263,2117,Others,,Female,US,Premium,Russian,0,No,0,Others
33:31.2,4458,TCP  ,37.78.181.209,3745,Others,,Male,CH,Premium,Russian,0,No,0,Others
33:52.0,2307,TCP  ,38.104.246.110,3022,Safari,,Male,IT,Premium,English,0,No,0,Credit Card
34:36.3,1667,TCP  ,38.112.183.42,46,Safari,,Male,US,Premium,English,0,No,0,Cash
31:40.8,4292,TCP  ,39.35.225.161,3185,Others,,Female,FI,Premium,English,0,No,0,Cash
35:20.9,1772,TCP  ,39.36.1.47,5181,Others,,Female,JP,Premium,English,0,No,0,Cash
32:45.1,2456,TCP  ,39.38.52.263,2267,Others,,Male,US,Premium,English,0,No,0,Debit Card
32:45.1,3420,TCP  ,39.40.101.846,3185,Mozilla Firefox,,Female,US,Premium,English,0,No,0,Others
33:50.9,2205,UDP  ,39.40.227.95,440,Android App,,Male,IT,Premium,English,0,No,0,Debit Card
34:27.3,2812,TCP  ,39.42.108.185,2545,Android App,,Male,AU,Premium,English,0,No,0,Credit Card
37:50.0,2703,TCP  ,39.48.24.89,3865,Android App,,Female,JP,Premium,English,0,No,0,Credit Card
38:21.4,3767,TCP  ,39.51.127.90,2769,Mozilla Firefox,,Female,RU,Premium,English,0,No,0,Debit Card
35:44.2,3818,ICMP ,39.53.84.86,56,Mozilla Firefox,,Female,IT,Premium,English,0,No,0,Debit Card
39:01.0,3916,TCP  ,40.133.175.260,3797,IOS App,,Female,JP,Premium,English,0,No,0,Cash
39:22.1,4594,TCP  ,41.108.45.23,3745,Microsoft Edge,,Female,AU,Premium,Arabic,0,No,0,Cash
39:51.2,3702,TCP  ,41.111.60.92,46,Microsoft Edge,,Male,IT,Premium,English,0,No,0,Credit Card
40:02.9,2016,TCP  ,41.114.225.233,3745,Others,,Female,CA,Premium,English,0,No,0,Credit Card
41:23.6,3386,TCP  ,41.13.52.661,977,Chrome,,Male,AT,Premium,English,0,No,0,Others
41:48.1,3680,TCP  ,41.13.84.222,3005,Chrome,,Female,CN,Premium,English,0,No,0,Cash
44:09.6,3991,TCP  ,41.162.26.186,40,Mozilla Firefox,,Male,IN,Premium,English,0,No,0,Debit Card
44:31.2,3175,TCP  ,41.188.49.256,2889,Chrome,,Female,GB,Premium,Spanish,0,No,0,Others
42:37.7,3498,TCP  ,41.189.161.51,3801,IOS App,,Male,CO,Premium,English,0,No,0,Cash
46:29.3,1597,TCP  ,41.190.28.178,46,Others,,Female,AT,Premium,English,0,No,0,Cash
46:20.6,2215,TCP  ,41.190.28.218,3745,Others,,Female,CN,Premium,English,0,No,0,Cash
46:55.6,4277,TCP  ,41.190.4.85,40,IOS App,,Male,IT,Premium,English,0,No,0,Credit Card
46:56.1,4875,TCP  ,41.190.4.88,46,IOS App,,Female,US,Premium,English,0,No,0,Credit Card
43:46.9,2410,TCP  ,41.202.170.139,3857,Chrome,,Male,CA,Premium,English,0,No,0,Debit Card
47:24.5,3236,TCP  ,41.202.241.62,3809,Chrome,,Female,RU,Premium,English,0,No,0,Cash
47:45.0,1835,TCP  ,41.207.12.209,2993,Others,,Male,CA,Premium,French,0,No,0,Cash
48:19.3,3418,TCP  ,41.207.243.90,92,Mozilla Firefox,,Male,IT,Premium,English,0,No,0,Debit Card
48:04.9,3881,TCP  ,41.207.77.148,3025,Mozilla Firefox,,Male,JP,Premium,English,0,No,0,Debit Card
48:47.9,1811,TCP  ,41.215.172.208,120,Android App,,Male,PL,Premium,English,0,No,0,Cash
48:52.4,3767,TCP  ,41.216.211.156,40,Android App,,Female,IT,Premium,English,0,No,0,Credit Card
48:59.8,2623,TCP  ,41.218.80.22,40,Android App,,Male,JP,Premium,English,0,No,0,Cash
49:27.9,2578,TCP  ,41.222.57.67,3745,IOS App,,Female,PL,Premium,Thai,0,No,0,Cash
46:44.3,3527,TCP  ,41.223.215.39,3489,IOS App,,Female,PL,Premium,English,0,No,0,Cash
49:56.5,3520,TCP  ,41.223.76.74,92,IOS App,,Male,CA,Premium,English,0,No,0,Others
50:10.2,2788,TCP  ,41.238.128.107,3145,Others,,Male,CN,Premium,English,0,No,0,Cash
47:52.7,3749,TCP  ,41.242.136.9,2163,Others,,Male,US,Premium,English,0,No,0,Debit Card
47:49.6,3780,TCP  ,41.246.222.145,4793,Others,,Male,IT,Premium,English,0,No,0,Others
50:53.2,2490,TCP  ,41.246.228.44,3745,Others,,Female,IT,Premium,English,0,No,0,Credit Card
50:53.2,4559,TCP  ,41.247.120.255,3009,Safari,,Female,US,Premium,English,0,No,0,Cash
51:22.8,2808,TCP  ,41.248.32.83,46,Safari,,Female,US,Premium,French,0,No,0,Cash
48:31.0,2344,UDP  ,41.250.153.173,276,IOS App,,Male,JP,Premium,French,0,No,0,Credit Card
52:23.6,1957,TCP  ,41.66.195.172,2987,Android App,,Male,IT,Premium,English,0,No,0,Others
53:07.5,4577,TCP  ,41.66.255.237,2883,Android App,,Female,US,Premium,English,0,No,0,Cash
53:24.8,2978,TCP  ,41.66.255.30,3745,Android App,,Female,US,Premium,English,0,No,0,Others
53:29.6,3003,TCP  ,41.66.28.191,2899,Android App,,Male,IT,Premium,French,0,No,0,Others
53:29.6,4881,TCP  ,41.72.112.10,3745,Android App,,Female,JP,Premium,English,0,No,0,Debit Card
53:50.2,4846,TCP  ,41.74.210.1495,3929,Mozilla Firefox,,Male,AR,Premium,Spanish,0,No,0,Cash
54:06.3,4822,TCP  ,41.78.72.156,2889,Mozilla Firefox,,Female,CA,Premium,English,0,No,0,Cash
55:15.7,3774,TCP  ,42.107.175.158,2883,Others,,Female,SE,Premium,English,0,No,0,Cash
55:34.9,3064,TCP  ,42.113.191.128,3865,Safari,,Female,CA,Premium,English,0,No,0,Debit Card
55:35.0,4401,TCP  ,42.114.20.172,3745,Safari,,Male,SE,Premium,English,0,No,0,Others
56:16.9,2333,TCP  ,42.60.134.46,3809,Chrome,,Female,CA,Premium,English,0,No,0,Cash
56:19.7,2667,TCP  ,42.60.42.226,3755,Chrome,,Female,PL,Premium,English,0,No,0,Credit Card
56:44.5,3439,TCP  ,43.224.221.186,4957,Others,,Female,CA,Premium,English,0,No,0,Cash
55:19.0,3641,TCP  ,43.245.159.34,2283,Android App,,Male,IT,Premium,English,0,No,0,Cash
55:29.2,3274,TCP  ,43.247.156.164,406,Android App,,Female,US,Premium,English,0,No,0,Credit Card
58:18.5,2379,TCP  ,43.252.25.75,2911,Mozilla Firefox,,Female,CA,Premium,English,0,No,0,Cash
55:52.7,3030,TCP  ,45.114.61.229,3477,Chrome,,Female,DE,Premium,English,0,No,0,Cash
56:50.9,3172,TCP  ,45.123.41.10,4185,Safari,,Male,MX,Premium,English,0,No,0,Cash
59:50.3,3308,TCP  ,45.123.41.10,3937,Others,,Male,CA,Premium,English,0,No,0,Cash
00:38.0,3864,TCP  ,45.19.208.37,46,Others,,Male,JP,Premium,English,0,No,0,Others
57:39.2,2635,TCP  ,45.210.62.151,2215,Safari,,Female,US,Premium,English,0,No,0,Cash
00:32.4,2023,TCP  ,45.211.43.222,3745,Safari,,Female,CA,Premium,English,0,No,0,Others
57:52.7,4072,TCP  ,45.249.123.50,2163,IOS App,,Male,US,Premium,English,0,No,0,Cash
58:29.4,2080,TCP  ,45.33.109.149,3185,Chrome,,Male,CA,Premium,English,0,No,0,Cash
01:54.8,4670,TCP  ,45.35.105.117,44,Mozilla Firefox,,Female,US,Premium,English,0,No,0,Cash
01:38.5,4825,TCP  ,45.42.1.224,5174,Android App,,Male,IN,Premium,English,0,No,0,Cash
01:52.3,3292,TCP  ,45.42.153.109,1745,Android App,,Male,JP,Premium,English,0,No,0,Debit Card
02:12.2,4012,TCP  ,45.45.150.2277,92,Android App,,Female,GB,Premium,English,0,No,0,Debit Card
02:12.2,1636,TCP  ,45.45.150.2434,44,Android App,,Female,CA,Premium,English,0,No,0,Debit Card
02:03.8,3652,TCP  ,45.46.152.1311,3985,Android App,,Male,JP,Premium,English,0,No,0,Others
59:31.3,4726,TCP  ,45.55.167.15,2223,Android App,,Male,CA,Premium,English,0,No,0,Credit Card
02:40.4,3621,TCP  ,45.56.85.231,2905,Chrome,,Female,RU,Premium,English,0,No,0,Cash
59:53.2,3386,TCP  ,45.56.88.190,2287,Mozilla Firefox,,Male,JP,Premium,English,0,No,0,Cash
02:47.8,3388,TCP  ,45.56.98.260,3035,Mozilla Firefox,,Female,US,Premium,English,0,No,0,Cash
02:47.8,3028,TCP  ,45.57.212.59,4561,Mozilla Firefox,,Male,IT,Premium,English,0,No,0,Debit Card
03:14.4,3259,TCP  ,45.57.212.67,2895,Mozilla Firefox,,Male,CA,Premium,English,0,No,0,Others
03:38.8,3245,TCP  ,45.59.156.249,2889,IOS App,,Female,CA,Premium,English,0,No,0,Cash
04:23.5,2546,TCP  ,45.62.36.172,3003,Safari,,Male,CN,Premium,English,0,No,0,Debit Card
04:53.6,4089,TCP  ,45.62.47.54,300,Microsoft Edge,,Male,CH,Premium,English,0,No,0,Cash
04:47.2,3282,TCP  ,45.62.47.54,2889,IOS App,,Male,US,Premium,English,0,No,0,Cash
02:12.7,4068,TCP  ,45.72.0.234,3783,Chrome,,Female,CA,Premium,English,0,No,0,Cash
05:24.7,1719,TCP  ,45.72.0.234,3047,Others,,Female,JP,Premium,English,0,No,0,Credit Card
05:24.7,3528,TCP  ,45.72.11.1601,4449,Others,,Male,JP,Premium,English,0,No,0,Others
05:55.3,2270,TCP  ,45.72.71.84,1473,Mozilla Firefox,,Female,IT,Premium,English,0,No,0,Debit Card
06:25.1,3157,TCP  ,45.72.76.68,40,Android App,,Female,PR,Premium,English,0,No,0,Credit Card
06:11.8,1658,TCP  ,45.72.76.68,3745,Android App,,Male,AU,Premium,English,0,No,0,Cash
06:30.9,3109,TCP  ,45.76.17.88,3809,Android App,,Female,SE,Premium,English,0,No,0,Cash
06:40.9,4886,TCP  ,45.76.97.163,3019,Android App,,Male,GB,Premium,English,0,No,0,Credit Card
06:40.9,4848,TCP  ,45.78.35.102,4829,Android App,,Male,IT,Premium,English,0,No,0,Others
06:50.8,4107,TCP  ,45.79.92.98,2993,Android App,,Female,CH,Premium,English,0,No,0,Credit Card
06:58.1,3672,TCP  ,46.1.154.59,1477,Android App,,Female,US,Premium,Spanish,0,No,0,Debit Card
08:21.6,1932,TCP  ,46.13.19.183,3943,IOS App,,Female,AT,Premium,English,0,No,0,Cash
08:46.5,4384,TCP  ,46.133.126.187,4057,Microsoft Edge,,Male,AU,Premium,Russian,0,No,0,Cash
05:58.7,4847,TCP  ,46.133.137.103,2163,Microsoft Edge,,Male,IT,Premium,English,0,No,0,Credit Card
09:02.9,4368,TCP  ,46.133.196.143,1769,Safari,,Female,US,Premium,Russian,0,No,0,Others
09:02.9,3699,TCP  ,46.133.223.109,5169,Safari,,Female,AE,Premium,English,0,No,0,Cash
09:18.0,2239,TCP  ,46.133.38.239,5453,Others,,Female,IT,Premium,Russian,0,No,0,Cash
09:41.9,4349,TCP  ,46.134.156.199,80,Safari,,Male,US,Premium,English,0,No,0,Cash
09:27.9,2323,TCP  ,46.135.41.15,2883,Safari,,Female,IT,Premium,Spanish,0,No,0,Debit Card
06:38.2,1513,TCP  ,46.14.163.23,2488,Microsoft Edge,,Female,IT,Premium,English,0,No,0,Debit Card
10:13.0,3688,TCP  ,46.149.56.13,3745,Chrome,,Male,IT,Premium,English,0,No,0,Credit Card
10:15.8,4184,TCP  ,46.154.239.13,4049,Chrome,,Female,IT,Premium,Spanish,0,No,0,Cash
10:38.3,2062,TCP  ,46.166.143.151,3019,Android App,,Female,KR,Premium,English,0,No,0,Cash
11:00.6,2620,TCP  ,46.167.79.181,4909,Android App,,Female,CA,Premium,Russian,0,No,0,Cash
11:09.7,3264,TCP  ,46.17.99.1692,3606,Android App,,Male,IT,Premium,English,0,No,0,Others
12:24.2,3948,TCP  ,46.188.232.116,3019,Android App,,Female,CA,Premium,italian,0,No,0,Cash
12:57.0,4677,TCP  ,46.189.28.231,3809,Chrome,,Female,IT,Premium,English,0,No,0,Credit Card
13:45.0,3219,TCP  ,46.211.112.168,3145,Others,,Female,US,Premium,Russian,0,No,0,Credit Card
14:03.6,2335,TCP  ,46.211.141.640,46,Others,,Male,IT,Premium,Russian,0,No,0,Credit Card
14:06.5,4809,TCP  ,46.211.2.119,3745,Safari,,Male,IN,Premium,English,0,No,0,Cash
14:26.1,4263,TCP  ,46.211.89.39,4773,IOS App,,Male,CA,Premium,Spanish,0,No,0,Cash
14:36.3,3332,TCP  ,46.216.172.89,2901,Chrome,,Female,DE,Premium,Russian,0,No,0,Credit Card
14:56.4,2241,TCP  ,46.219.120.152,3745,Chrome,,Female,US,Premium,Spanish,0,No,0,Credit Card
14:56.4,3368,TCP  ,46.219.241.241,2889,Chrome,,Female,US,Premium,Russian,0,No,0,Debit Card
15:08.5,3145,TCP  ,46.219.247.29,3993,Chrome,,Male,IT,Premium,Russian,0,No,0,Credit Card
12:12.3,3862,TCP  ,46.219.248.235,2179,Chrome,,Female,AR,Premium,Russian,0,No,0,Credit Card
12:37.6,2715,TCP  ,46.22.174.122,3462,Others,,Female,CH,Premium,polish,0,No,0,Credit Card
15:34.4,4313,TCP  ,46.226.49.241,3745,Mozilla Firefox,,Female,US,Premium,English,0,No,0,Credit Card
15:54.0,4195,TCP  ,46.23.109.36,2889,Android App,,Female,IT,Premium,Spanish,0,No,0,Others
16:37.4,2230,TCP  ,46.242.78.47,40,Android App,,Female,JP,Premium,English,0,No,0,Credit Card
16:29.5,2408,TCP  ,46.250.94.84,3745,Mozilla Firefox,,Female,CA,Premium,Russian,0,No,0,Others
17:05.4,4526,TCP  ,46.29.250.605,40,Mozilla Firefox,,Male,US,Premium,English,0,No,0,Credit Card
16:48.9,4471,TCP  ,46.33.143.164,4837,Android App,,Female,IT,Premium,English,0,No,0,Credit Card
17:09.2,1843,TCP  ,46.39.228.192,3929,Chrome,,Male,IT,Premium,English,0,No,0,Cash
17:14.7,4743,TCP  ,46.39.228.192,3745,Chrome,,Male,IT,Premium,English,0,No,0,Cash
17:35.7,4952,TCP  ,46.4.146.61,3745,IOS App,,Male,KR,Premium,English,0,No,0,Debit Card
17:52.0,2937,TCP  ,46.4.146.61,3745,Microsoft Edge,,Female,IT,Premium,English,0,No,0,Cash
18:33.9,1706,TCP  ,46.42.166.182,46,Safari,,Male,CH,Premium,German,0,No,0,Cash
15:47.2,3615,TCP  ,46.59.162.102,3433,Others,,Female,IT,Premium,German,0,No,0,Cash
16:09.7,3604,UDP  ,46.60.253.223,437,Others,,Female,CN,Premium,English,0,No,0,Debit Card
16:09.7,2875,ICMP ,46.62.218.79,465,Safari,,Female,PE,Premium,persian,0,No,0,Others
18:53.7,4474,TCP  ,46.63.0.203,3041,Safari,,Male,IT,Premium,Spanish,0,No,0,Credit Card
19:22.6,2779,TCP  ,46.70.46.196,46,Safari,,Female,CN,Premium,Russian,0,No,0,Cash
16:43.5,2444,ICMP ,46.99.39.109,56,Others,,Female,US,Premium,Spanish,0,No,0,Credit Card
19:31.1,4649,TCP  ,47.11.124.130,2895,Others,,Female,RU,Premium,English,0,No,0,Cash
20:18.8,2882,TCP  ,47.152.64.209,40,Android App,,Male,IT,Premium,English,0,No,0,Credit Card
20:36.8,4502,TCP  ,47.199.14.249,40,Android App,,Male,IT,Premium,English,0,No,0,Cash
20:29.9,3956,TCP  ,47.201.252.253,3745,Android App,,Male,CA,Premium,English,0,No,0,Cash
20:31.4,1544,TCP  ,47.203.157.137,3745,Android App,,Female,CO,Premium,English,0,No,0,Credit Card
17:54.8,2851,TCP  ,47.218.244.137,3305,Android App,,Male,AT,Premium,English,0,No,0,Cash
20:55.1,3121,TCP  ,47.247.243.152,2253,Android App,,Female,PL,Premium,English,0,No,0,Others
21:06.8,1551,TCP  ,47.29.148.127,3745,Mozilla Firefox,,Male,RU,Premium,English,0,No,0,Cash
21:10.9,3494,TCP  ,47.29.16.68,2993,Mozilla Firefox,,Female,AT,Premium,English,0,No,0,Cash
21:29.4,3169,TCP  ,47.29.2.218,3873,Mozilla Firefox,,Female,US,Premium,English,0,No,0,Credit Card
21:46.5,2249,TCP  ,47.29.89.193,3003,Chrome,,Female,IT,Premium,English,0,No,0,Cash
18:57.1,2707,TCP  ,47.31.159.194,2163,Chrome,,Female,US,Premium,English,0,No,0,Credit Card
22:47.5,4158,TCP  ,47.8.114.50,46,Others,,Male,IT,Premium,English,0,No,0,Cash
22:47.5,4349,TCP  ,47.8.165.204,40,Others,,Male,US,Premium,English,0,No,0,Cash
22:54.5,2518,TCP  ,47.8.43.144,46,Others,,Female,IT,Premium,English,0,No,0,Cash
22:54.7,4345,TCP  ,47.90.23.204,3357,Safari,,Male,US,Premium,English,0,No,0,Cash
22:52.6,4472,TCP  ,47.90.5.68,3745,Microsoft Edge,,Female,CN,Premium,English,0,No,0,Cash
